ID,UID,SITE_ID,DATE_COL,LAT_DD,LON_DD,VISIT_NO,TAXA_ID,TARGET_TAXON,TOTAL_300,IS_DISTINCT_300,PHYLUM,CLASS,ORDER,TRIBE,FAMILY,SUBFAMILY,GENUS,FFG,HABIT,PTV,PUBLICATION_DATE
1408,8298,NLA12_CT-101,8/29/2012,41.92395129,-72.21958455,2,7,CHIRONOMINI,1,0,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,,CG,,6,8/23/2016
1525,8500,NLA12_CT-105,9/12/2012,41.89704559,-73.44712926,1,7,CHIRONOMINI,1,0,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,,CG,,6,8/23/2016
1592,2010234,NLA17_CT-10005,13-Jun-17,41.84052,-72.10979,1,7,CHIRONOMINI,3,0,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,CG,,6,4/26/2021
1766,2010342,NLA17_CT-HP001,21-Jun-17,41.409888,-72.528337,1,7,CHIRONOMINI,,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,CG,,6,4/26/2021
1979,2010582,NLA17_CT-10006,25-Jul-17,41.95109,-73.46631,1,7,CHIRONOMINI,2,0,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,CG,,6,4/26/2021
2076,2010774,NLA17_CT-10002,17-Aug-17,42.02182,-73.48257,1,7,CHIRONOMINI,3,0,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,CG,,6,4/26/2021
2241,2010916,NLA17_CT-10001,14-Sep-17,41.92421,-72.21896,2,7,CHIRONOMINI,,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,CG,,6,4/26/2021
47,2007739,NLA06608-0326,8/16/2007,41.35719487,-72.04012641,1,145,CHIRONOMUS,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMUS,CG,BU,9.5,8/9/2016
107,2007836,NLA06608-0498,7/31/2007,41.95095517,-71.95133091,1,145,CHIRONOMUS,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMUS,CG,BU,9.5,8/9/2016
121,2007878,NLA06608-0582,7/19/2007,41.80079367,-72.52468392,1,145,CHIRONOMUS,2,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMUS,CG,BU,9.5,8/9/2016
178,2007996,NLA06608-0805,8/22/2007,41.89706027,-73.4471959,1,145,CHIRONOMUS,10,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMUS,CG,BU,9.5,8/9/2016
255,2008078,NLA06608-0946,8/14/2007,41.83996337,-72.19612696,1,145,CHIRONOMUS,11,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMUS,CG,BU,9.5,8/9/2016
421,2007478,NLA06608-0006,8/30/2007,41.68314624,-73.1465177,2,145,CHIRONOMUS,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMUS,CG,BU,9.5,8/9/2016
472,2007516,NLA06608-0037,7/13/2007,41.69699293,-73.36398551,1,145,CHIRONOMUS,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMUS,CG,BU,9.5,8/9/2016
505,2007517,NLA06608-0037,9/5/2007,41.69699293,-73.36398551,2,145,CHIRONOMUS,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMUS,CG,BU,9.5,8/9/2016
688,2007696,NLA06608-0242,8/2/2007,41.56832304,-71.91051169,1,145,CHIRONOMUS,2,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMUS,CG,BU,9.5,8/9/2016
728,2007723,NLA06608-0293,7/25/2007,41.38426053,-73.50316356,1,145,CHIRONOMUS,2,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMUS,CG,BU,9.5,8/9/2016
792,2008163,NLA06608-1125,8/7/2007,41.93751914,-73.45450471,1,145,CHIRONOMUS,,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMUS,CG,BU,9.5,8/9/2016
851,2008303,NLA06608-1414,8/28/2007,41.92400456,-72.21921899,1,145,CHIRONOMUS,5,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMUS,CG,BU,9.5,8/9/2016
927,6689,NLA12_CT-101,6/20/2012,41.92395129,-72.21958455,1,145,CHIRONOMUS,2,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMUS,CG,BU,9.5,8/23/2016
1168,7450,NLA12_CT-107,7/25/2012,41.3389906,-72.48613163,1,145,CHIRONOMUS,12,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMUS,CG,BU,9.5,8/23/2016
1415,8298,NLA12_CT-101,8/29/2012,41.92395129,-72.21958455,2,145,CHIRONOMUS,2,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMUS,CG,BU,9.5,8/23/2016
1537,8500,NLA12_CT-105,9/12/2012,41.89704559,-73.44712926,1,145,CHIRONOMUS,2,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMUS,CG,BU,9.5,8/23/2016
1611,2010234,NLA17_CT-10005,13-Jun-17,41.84052,-72.10979,1,145,CHIRONOMUS,17,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHIRONOMUS,CG,BU,9.5,4/26/2021
1687,2010341,NLA17_CT-10001,22-Jun-17,41.92421,-72.21896,1,145,CHIRONOMUS,6,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHIRONOMUS,CG,BU,9.5,4/26/2021
1730,2010342,NLA17_CT-HP001,21-Jun-17,41.409888,-72.528337,1,145,CHIRONOMUS,26,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHIRONOMUS,CG,BU,9.5,4/26/2021
1872,2010412,NLA17_CT-10021,6-Jul-17,41.8576,-72.29784,1,145,CHIRONOMUS,10,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHIRONOMUS,CG,BU,9.5,4/26/2021
1912,2010457,NLA17_CT-10023,12-Jul-17,41.5081,-71.87569,1,145,CHIRONOMUS,2,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHIRONOMUS,CG,BU,9.5,4/26/2021
1997,2010727,NLA17_CT-10004,14-Aug-17,41.67757,-73.1447,1,145,CHIRONOMUS,8,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHIRONOMUS,CG,BU,9.5,4/26/2021
2163,2010841,NLA17_CT-10005,31-Aug-17,41.84052,-72.10979,2,145,CHIRONOMUS,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHIRONOMUS,CG,BU,9.5,4/26/2021
2208,2010857,NLA17_CT-10019,6-Sep-17,41.13953,-73.62351,1,145,CHIRONOMUS,3,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHIRONOMUS,CG,BU,9.5,4/26/2021
2248,2010916,NLA17_CT-10001,14-Sep-17,41.92421,-72.21896,2,145,CHIRONOMUS,,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHIRONOMUS,CG,BU,9.5,4/26/2021
175,2007996,NLA06608-0805,8/22/2007,41.89706027,-73.4471959,1,131,CHRYSOPS,1,1,ARTHROPODA,INSECTA,DIPTERA,CHRYSOPSINI,TABANIDAE,CHRYSOPSINAE,CHRYSOPS,PR,SP,8,8/9/2016
253,2008078,NLA06608-0946,8/14/2007,41.83996337,-72.19612696,1,131,CHRYSOPS,1,1,ARTHROPODA,INSECTA,DIPTERA,CHRYSOPSINI,TABANIDAE,CHRYSOPSINAE,CHRYSOPS,PR,SP,8,8/9/2016
849,2008303,NLA06608-1414,8/28/2007,41.92400456,-72.21921899,1,131,CHRYSOPS,,,ARTHROPODA,INSECTA,DIPTERA,CHRYSOPSINI,TABANIDAE,CHRYSOPSINAE,CHRYSOPS,PR,SP,8,8/9/2016
51,2007739,NLA06608-0326,8/16/2007,41.35719487,-72.04012641,1,146,CLADOPELMA,,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOPELMA,CG,BU,5,8/9/2016
202,2007996,NLA06608-0805,8/22/2007,41.89706027,-73.4471959,1,146,CLADOPELMA,3,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOPELMA,CG,BU,5,8/9/2016
256,2008078,NLA06608-0946,8/14/2007,41.83996337,-72.19612696,1,146,CLADOPELMA,7,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOPELMA,CG,BU,5,8/9/2016
418,2007478,NLA06608-0006,8/30/2007,41.68314624,-73.1465177,2,146,CLADOPELMA,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOPELMA,CG,BU,5,8/9/2016
852,2008303,NLA06608-1414,8/28/2007,41.92400456,-72.21921899,1,146,CLADOPELMA,8,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOPELMA,CG,BU,5,8/9/2016
914,6689,NLA12_CT-101,6/20/2012,41.92395129,-72.21958455,1,146,CLADOPELMA,3,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOPELMA,CG,BU,5,8/23/2016
1167,7450,NLA12_CT-107,7/25/2012,41.3389906,-72.48613163,1,146,CLADOPELMA,6,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOPELMA,CG,BU,5,8/23/2016
1320,7953,NLA12_CT-108,8/15/2012,41.65348504,-73.20748141,1,146,CLADOPELMA,3,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOPELMA,CG,BU,5,8/23/2016
1402,8298,NLA12_CT-101,8/29/2012,41.92395129,-72.21958455,2,146,CLADOPELMA,,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOPELMA,CG,BU,5,8/23/2016
1519,8500,NLA12_CT-105,9/12/2012,41.89704559,-73.44712926,1,146,CLADOPELMA,2,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOPELMA,CG,BU,5,8/23/2016
1540,8647,NLA12_NY-0103,9/19/2012,42.02259255,-73.48550577,1,146,CLADOPELMA,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOPELMA,CG,BU,5,8/23/2016
1615,2010234,NLA17_CT-10005,13-Jun-17,41.84052,-72.10979,1,146,CLADOPELMA,4,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CLADOPELMA,CG,BU,5,4/26/2021
1690,2010341,NLA17_CT-10001,22-Jun-17,41.92421,-72.21896,1,146,CLADOPELMA,3,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CLADOPELMA,CG,BU,5,4/26/2021
1827,2010412,NLA17_CT-10021,6-Jul-17,41.8576,-72.29784,1,146,CLADOPELMA,5,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CLADOPELMA,CG,BU,5,4/26/2021
1932,2010457,NLA17_CT-10023,12-Jul-17,41.5081,-71.87569,1,146,CLADOPELMA,2,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CLADOPELMA,CG,BU,5,4/26/2021
1975,2010582,NLA17_CT-10006,25-Jul-17,41.95109,-73.46631,1,146,CLADOPELMA,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CLADOPELMA,CG,BU,5,4/26/2021
2064,2010774,NLA17_CT-10002,17-Aug-17,42.02182,-73.48257,1,146,CLADOPELMA,6,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CLADOPELMA,CG,BU,5,4/26/2021
2187,2010841,NLA17_CT-10005,31-Aug-17,41.84052,-72.10979,2,146,CLADOPELMA,6,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CLADOPELMA,CG,BU,5,4/26/2021
96,2007836,NLA06608-0498,7/31/2007,41.95095517,-71.95133091,1,8,CLADOTANYTARSUS,1,1,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/9/2016
115,2007878,NLA06608-0582,7/19/2007,41.80079367,-72.52468392,1,8,CLADOTANYTARSUS,3,1,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/9/2016
172,2007996,NLA06608-0805,8/22/2007,41.89706027,-73.4471959,1,8,CLADOTANYTARSUS,,,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/9/2016
381,2007478,NLA06608-0006,8/30/2007,41.68314624,-73.1465177,2,8,CLADOTANYTARSUS,1,1,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/9/2016
450,2007516,NLA06608-0037,7/13/2007,41.69699293,-73.36398551,1,8,CLADOTANYTARSUS,,,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/9/2016
501,2007517,NLA06608-0037,9/5/2007,41.69699293,-73.36398551,2,8,CLADOTANYTARSUS,2,1,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/9/2016
555,2007588,NLA06608-0101,8/21/2007,42.02167966,-73.48227989,1,8,CLADOTANYTARSUS,1,1,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/9/2016
614,2007614,NLA06608-0134,7/24/2007,41.88000298,-73.04056323,1,8,CLADOTANYTARSUS,15,1,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/9/2016
663,2007696,NLA06608-0242,8/2/2007,41.56832304,-71.91051169,1,8,CLADOTANYTARSUS,4,1,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/9/2016
739,2007739,NLA06608-0326,8/16/2007,41.35719487,-72.04012641,1,8,CLADOTANYTARSUS,4,1,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/9/2016
752,2008112,NLA06608-1010,8/9/2007,41.44985958,-73.28915784,1,8,CLADOTANYTARSUS,4,1,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/9/2016
874,2008303,NLA06608-1414,8/28/2007,41.92400456,-72.21921899,1,8,CLADOTANYTARSUS,1,1,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/9/2016
919,6689,NLA12_CT-101,6/20/2012,41.92395129,-72.21958455,1,8,CLADOTANYTARSUS,3,1,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/23/2016
977,6813,NLA12_CT-115,6/26/2012,41.71185606,-72.32903222,1,8,CLADOTANYTARSUS,4,1,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/23/2016
1187,7450,NLA12_CT-107,7/25/2012,41.3389906,-72.48613163,1,8,CLADOTANYTARSUS,1,1,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/23/2016
1293,7800,NLA12_CT-103,8/9/2012,41.67757315,-73.14469782,1,8,CLADOTANYTARSUS,,,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/23/2016
1364,7953,NLA12_CT-108,8/15/2012,41.65348504,-73.20748141,1,8,CLADOTANYTARSUS,3,1,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/23/2016
1500,8500,NLA12_CT-105,9/12/2012,41.89704559,-73.44712926,1,8,CLADOTANYTARSUS,1,1,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/23/2016
1585,8647,NLA12_NY-0103,9/19/2012,42.02259255,-73.48550577,1,8,CLADOTANYTARSUS,2,1,ARTHROPODA,INSECTA,DIPTERA,TANYTARSINI,CHIRONOMIDAE,CHIRONOMINAE,CLADOTANYTARSUS,"CF,CG",CB,6,8/23/2016
1751,2010342,NLA17_CT-HP001,21-Jun-17,41.409888,-72.528337,1,8,CLADOTANYTARSUS,,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,CLADOTANYTARSUS,"CF,CG",CB,6,4/26/2021
1798,2010349,NLA17_CT-10003,26-Jun-17,41.88112,-73.03985,1,8,CLADOTANYTARSUS,4,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,CLADOTANYTARSUS,"CF,CG",CB,6,4/26/2021
1857,2010412,NLA17_CT-10021,6-Jul-17,41.8576,-72.29784,1,8,CLADOTANYTARSUS,4,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,CLADOTANYTARSUS,"CF,CG",CB,6,4/26/2021
1922,2010457,NLA17_CT-10023,12-Jul-17,41.5081,-71.87569,1,8,CLADOTANYTARSUS,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,CLADOTANYTARSUS,"CF,CG",CB,6,4/26/2021
2039,2010727,NLA17_CT-10004,14-Aug-17,41.67757,-73.1447,1,8,CLADOTANYTARSUS,,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,CLADOTANYTARSUS,"CF,CG",CB,6,4/26/2021
2101,2010774,NLA17_CT-10002,17-Aug-17,42.02182,-73.48257,1,8,CLADOTANYTARSUS,25,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,CLADOTANYTARSUS,"CF,CG",CB,6,4/26/2021
2103,2010787,NLA17_CT-10010,22-Aug-17,41.4121,-73.19875,1,8,CLADOTANYTARSUS,4,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,CLADOTANYTARSUS,"CF,CG",CB,6,4/26/2021
2174,2010841,NLA17_CT-10005,31-Aug-17,41.84052,-72.10979,2,8,CLADOTANYTARSUS,8,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,CLADOTANYTARSUS,"CF,CG",CB,6,4/26/2021
1,2007739,NLA06608-0326,8/16/2007,41.35719487,-72.04012641,1,59,CLINOTANYPUS,2,1,ARTHROPODA,INSECTA,DIPTERA,COELOTANYPODINI,CHIRONOMIDAE,TANYPODINAE,CLINOTANYPUS,PR,BU,6.3,8/9/2016
128,2007878,NLA06608-0582,7/19/2007,41.80079367,-72.52468392,1,59,CLINOTANYPUS,,,ARTHROPODA,INSECTA,DIPTERA,COELOTANYPODINI,CHIRONOMIDAE,TANYPODINAE,CLINOTANYPUS,PR,BU,6.3,8/9/2016
405,2007478,NLA06608-0006,8/30/2007,41.68314624,-73.1465177,2,59,CLINOTANYPUS,,,ARTHROPODA,INSECTA,DIPTERA,COELOTANYPODINI,CHIRONOMIDAE,TANYPODINAE,CLINOTANYPUS,PR,BU,6.3,8/9/2016
836,2008303,NLA06608-1414,8/28/2007,41.92400456,-72.21921899,1,59,CLINOTANYPUS,8,1,ARTHROPODA,INSECTA,DIPTERA,COELOTANYPODINI,CHIRONOMIDAE,TANYPODINAE,CLINOTANYPUS,PR,BU,6.3,8/9/2016
1360,7953,NLA12_CT-108,8/15/2012,41.65348504,-73.20748141,1,59,CLINOTANYPUS,1,1,ARTHROPODA,INSECTA,DIPTERA,COELOTANYPODINI,CHIRONOMIDAE,TANYPODINAE,CLINOTANYPUS,PR,BU,6.3,8/23/2016
1399,8298,NLA12_CT-101,8/29/2012,41.92395129,-72.21958455,2,59,CLINOTANYPUS,7,1,ARTHROPODA,INSECTA,DIPTERA,COELOTANYPODINI,CHIRONOMIDAE,TANYPODINAE,CLINOTANYPUS,PR,BU,6.3,8/23/2016
1555,8647,NLA12_NY-0103,9/19/2012,42.02259255,-73.48550577,1,59,CLINOTANYPUS,1,1,ARTHROPODA,INSECTA,DIPTERA,COELOTANYPODINI,CHIRONOMIDAE,TANYPODINAE,CLINOTANYPUS,PR,BU,6.3,8/23/2016
1870,2010412,NLA17_CT-10021,6-Jul-17,41.8576,-72.29784,1,59,CLINOTANYPUS,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,COELOTANYPODINI,CLINOTANYPUS,PR,BU,6.3,4/26/2021
2162,2010841,NLA17_CT-10005,31-Aug-17,41.84052,-72.10979,2,59,CLINOTANYPUS,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,COELOTANYPODINI,CLINOTANYPUS,PR,BU,6.3,4/26/2021
2223,2010857,NLA17_CT-10019,6-Sep-17,41.13953,-73.62351,1,59,CLINOTANYPUS,,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,COELOTANYPODINI,CLINOTANYPUS,PR,BU,6.3,4/26/2021
1292,7800,NLA12_CT-103,8/9/2012,41.67757315,-73.14469782,1,239,COENAGRION/ENALLAGMA,1,1,ARTHROPODA,INSECTA,ODONATA,,COENAGRIONIDAE,,COENAGRION/ENALLAGMA,,,,8/23/2016
5,2007739,NLA06608-0326,8/16/2007,41.35719487,-72.04012641,1,43,COENAGRIONIDAE,16,0,ARTHROPODA,INSECTA,ODONATA,,COENAGRIONIDAE,,,PR,CB,7.9,8/9/2016
79,2007836,NLA06608-0498,7/31/2007,41.95095517,-71.95133091,1,43,COENAGRIONIDAE,1,1,ARTHROPODA,INSECTA,ODONATA,,COENAGRIONIDAE,,,PR,CB,7.9,8/9/2016
164,2007878,NLA06608-0582,7/19/2007,41.80079367,-72.52468392,1,43,COENAGRIONIDAE,,,ARTHROPODA,INSECTA,ODONATA,,COENAGRIONIDAE,,,PR,CB,7.9,8/9/2016
199,2007996,NLA06608-0805,8/22/2007,41.89706027,-73.4471959,1,43,COENAGRIONIDAE,9,1,ARTHROPODA,INSECTA,ODONATA,,COENAGRIONIDAE,,,PR,CB,7.9,8/9/2016
293,2008078,NLA06608-0946,8/14/2007,41.83996337,-72.19612696,1,43,COENAGRIONIDAE,6,1,ARTHROPODA,INSECTA,ODONATA,,COENAGRIONIDAE,,,PR,CB,7.9,8/9/2016
436,2007516,NLA06608-0037,7/13/2007,41.69699293,-73.36398551,1,43,COENAGRIONIDAE,2,1,ARTHROPODA,INSECTA,ODONATA,,COENAGRIONIDAE,,,PR,CB,7.9,8/9/2016
532,2007517,NLA06608-0037,9/5/2007,41.69699293,-73.36398551,2,43,COENAGRIONIDAE,,,ARTHROPODA,INSECTA,ODONATA,,COENAGRIONIDAE,,,PR,CB,7.9,8/9/2016
582,2007614,NLA06608-0134,7/24/2007,41.88000298,-73.04056323,1,43,COENAGRIONIDAE,,,ARTHROPODA,INSECTA,ODONATA,,COENAGRIONIDAE,,,PR,CB,7.9,8/9/2016
640,2007696,NLA06608-0242,8/2/2007,41.56832304,-71.91051169,1,43,COENAGRIONIDAE,2,1,ARTHROPODA,INSECTA,ODONATA,,COENAGRIONIDAE,,,PR,CB,7.9,8/9/2016
711,2007723,NLA06608-0293,7/25/2007,41.38426053,-73.50316356,1,43,COENAGRIONIDAE,4,1,ARTHROPODA,INSECTA,ODONATA,,COENAGRIONIDAE,,,PR,CB,7.9,8/9/2016
785,2008163,NLA06608-1125,8/7/2007,41.93751914,-73.45450471,1,43,COENAGRIONIDAE,22,1,ARTHROPODA,INSECTA,ODONATA,,COENAGRIONIDAE,,,PR,CB,7.9,8/9/2016
845,2008303,NLA06608-1414,8/28/2007,41.92400456,-72.21921899,1,43,COENAGRIONIDAE,11,1,ARTHROPODA,INSECTA,ODONATA,,COENAGRIONIDAE,,,PR,CB,7.9,8/9/2016
897,6689,NLA12_CT-101,6/20/2012,41.92395129,-72.21958455,1,43,COENAGRIONIDAE,4,0,ARTHROPODA,INSECTA,ODONATA,,COENAGRIONIDAE,,,PR,CB,7.9,8/23/2016
957,6813,NLA12_CT-115,6/26/2012,41.71185606,-72.32903222,1,43,COENAGRIONIDAE,1,1,ARTHROPODA,INSECTA,ODONATA,,COENAGRIONIDAE,,,PR,CB,7.9,8/23/2016
